Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
10-31-22,Bell,TX,Passenger,1,0,1,311,312,0.32
08-31-20,Columbia,WA,Truck,0,0,0,"0.0,525","0.0,525",0.00
03-31-20,Virginia Beach,VA,Passenger,1,0,1,679,680,0.15
01-31-21,Boulder,CO,Passenger,1,1,2,45,47,4.26
04-30-19,Chelan,WA,Passenger,147,66,213,"0.0,292",54.00000005,0.39
08-31-21,Okaloosa,FL,Passenger,0,1,1,121,122,0.82
04-30-23,Chesapeake,VA,Passenger,3,2,5,297,302,1.66
04-30-19,Dakota,MN,Passenger,0,2,2,35,37,5.41
04-30-19,Pend Oreille,WA,Truck,0,0,0,"5.0,753","5.0,753",0.00
12-31-21,Lewis,WA,Passenger,205,166,371,"59.0,589",59.000000000,0.62
12-31-20,Clark,WA,Passenger,"2.0,356",1.000000000,"3.0,536",319.00000001,"322.0,937",1.09
07-31-22,Walla Walla,WA,Passenger,175,98,273,"35.0,811",36.0000084,0.76
03-31-18,Charles,MD,Passenger,0,1,1,82,83,1.20
08-31-18,Collin,TX,Passenger,1,0,1,160,161,0.62
01-31-23,Ulster,NY,Passenger,1,0,1,8,9,11.11
03-31-22,Marion,IA,Passenger,1,0,1,0,1,100.00
01-31-24,Yakima,WA,Truck,17,0,17,59.00000008,"0.0,425",0.03
12-31-21,Clark,WA,Truck,1,0,1,"83.0,955","83.0,956",0.00
03-31-23,Island,WA,Passenger,985,421,1.00000006,"0.0,280","62.0,686",2.24
12-31-17,Garfield,WA,Truck,0,0,0,942,942,0.00
05-31-23,Prince William,VA,Passenger,1,2,3,167,170,1.76
12-31-19,El Paso,CO,Passenger,2,1,3,759,762,0.39
08-31-21,Randolph,NC,Passenger,1,0,1,6,7,14.29
07-31-20,Snohomish,WA,Passenger,"4.0,581","1.0,774","6.0,355","0.0,502","541.0,857",1.17
11-30-17,Pinal,AZ,Passenger,2,0,2,226,228,0.88
11-30-22,Grays Harbor,WA,Passenger,242,161,403,"48.0,619","0.0,022",0.82
03-31-21,Greene,MO,Passenger,0,1,1,35,36,2.78
07-31-21,Louisa,VA,Passenger,0,1,1,1,2,50.00
08-31-21,Owyhee,ID,Passenger,1,0,1,2,3,33.33
03-31-18,Okanogan,WA,Passenger,7,19,26,"0.0,720","25.0,746",0.10
11-30-22,Okanogan,WA,Passenger,100,51,151,"0.0,227","26.0,378",0.57
01-31-21,Jefferson,WA,Passenger,290,166,456,"0.0,792","0.0,248",1.81
February 29 2020,Jefferson,NY,Passenger,0,1,1,217,218,0.46
07-31-20,Pend Oreille,WA,Truck,0,0,0,5.000000000,5.000000000,0.00
09-30-17,Tulare,CA,Passenger,1,0,1,198,199,0.50
07-31-21,Harford,MD,Passenger,0,1,1,53,54,1.85
03-31-23,Snohomish,WA,Truck,133,0,133,122.0000048,"122.0,181",0.11
01-31-23,San Juan,WA,Truck,9,0,9,"5.0,911","0.0,920",0.15
07-31-22,Spokane,WA,Truck,8,0,8,101.000000000,"101.0,948",0.01
09-30-18,Wahkiakum,WA,Passenger,1,1,2,"2.0,978",2.000000000,0.07
10-31-21,Hawaii,HI,Passenger,1,0,1,47,48,2.08
07-31-22,Lincoln,OR,Passenger,0,1,1,25,26,3.85
05-31-20,Powhatan,VA,Passenger,1,0,1,1,2,50.00
10-31-20,Kent,MI,Passenger,0,1,1,26,27,3.70
11-30-17,Prince George,VA,Passenger,0,1,1,70,71,1.41
11-30-23,Whitman,WA,Truck,6,0,6,8.00000009,"8.0,615",0.07
February 29 2020,Bucks,PA,Passenger,1,0,1,21,22,4.55
February 28 2021,Rogers,OK,Passenger,1,0,1,5,6,16.67
05-31-21,Portsmouth,VA,Passenger,0,1,1,84,85,1.18
01-31-19,Klamath,OR,Passenger,1,0,1,39,40,2.50
03-31-17,Jackson,MO,Passenger,1,0,1,70,71,1.41
09-30-21,Skagit,WA,Truck,1,0,1,"32.0,914","32.0,915",0.00
February 28 2022,San Joaquin,CA,Passenger,1,1,2,96,98,2.04
11-30-21,Travis,TX,Passenger,4,3,7,145,152,4.61
06-30-18,Broward,FL,Passenger,1,1,2,132,134,1.49
12-31-17,Hamilton,IN,Passenger,1,0,1,54,55,1.82
08-31-23,Virginia Beach,VA,Truck,1,0,1,99,100,1.00
04-30-19,Owyhee,ID,Passenger,1,0,1,5,6,16.67
11-30-20,Pierce,WA,Passenger,"2.0,759","1.0,755","4.0,514",554.00000007,"0.0,121",0.81
05-31-23,Pend Oreille,WA,Passenger,30,11,41,"8.0,894","8.0,935",0.46
07-31-22,Whatcom,WA,Truck,11,0,11,"43.0,191","0.0,202",0.03
03-31-22,Garfield,WA,Truck,0,0,0,998,998,0.00
04-30-18,San Diego,CA,Passenger,7,1,8,"0.0,562",2.000000000,0.31
05-31-21,Okaloosa,FL,Passenger,0,1,1,127,128,0.78
11-30-19,Deschutes,OR,Passenger,4,0,4,156,160,2.50
05-31-17,Marin,CA,Passenger,1,0,1,57,58,1.72
February 28 2022,Lane,OR,Passenger,0,2,2,115,117,1.71
05-31-23,Denton,TX,Passenger,2,0,2,48,50,4.00
11-30-19,Montgomery,PA,Passenger,2,0,2,38,40,5.00
07-31-23,Snohomish,WA,Truck,187,0,187,"0.0,240","0.0,427",0.15
February 28 2018,Lincoln,WA,Passenger,2,5,7,"7.0,593",7.000000000,0.09
09-30-17,Pacific,WA,Passenger,12,9,21,"0.0,257","0.0,278",0.14
08-31-18,Tarrant,TX,Passenger,1,0,1,213,214,0.47
06-30-20,Norfolk,VA,Passenger,2,2,4,343,347,1.15
09-30-22,Frederick,MD,Passenger,1,0,1,61,62,1.61
08-31-19,Pima,AZ,Passenger,1,1,2,405,407,0.49
08-31-20,Prince George's,MD,Passenger,2,1,3,163,166,1.81
09-30-17,Nassau,NY,Passenger,1,1,2,41,43,4.65
February 28 2023,Louisa,VA,Passenger,0,1,1,1,2,50.00
08-31-18,Franklin,WA,Passenger,36,65,101,"58.0,364","58.0,465",0.17
04-30-21,Fresno,CA,Passenger,1,0,1,187,188,0.53
06-30-19,Island,WA,Truck,0,0,0,"0.0,253","0.0,253",0.00
February 28 2023,Chesapeake,VA,Passenger,3,2,5,305,310,1.61
February 28 2019,Sedgwick,KS,Passenger,0,1,1,104,105,0.95
05-31-20,Newport,RI,Passenger,0,1,1,83,84,1.19
09-30-18,Palm Beach,FL,Passenger,0,2,2,87,89,2.25
08-31-17,Lewis,WA,Truck,0,0,0,25.0000017,25.0000017,0.00
06-30-17,Saratoga,NY,Passenger,1,1,2,74,76,2.63
February 29 2020,Williams,ND,Passenger,0,1,1,13,14,7.14
03-31-22,Thurston,WA,Truck,3,0,3,"55.0,674","55.0,677",0.01
01-31-17,El Paso,CO,Passenger,1,1,2,886,888,0.23
09-30-23,Contra Costa,CA,Passenger,1,2,3,168,171,1.75
11-30-19,Nassau,NY,Passenger,4,0,4,43,47,8.51
07-31-17,St. Lucie,FL,Passenger,1,0,1,32,33,3.03
12-31-22,DuPage,IL,Passenger,2,1,3,39,42,7.14
11-30-21,Harrison,MS,Passenger,2,0,2,52,54,3.70
05-31-23,Snohomish,WA,Passenger,"12.0,186",2.000000000,"15.0,176",528.00000006,"0.0,482",2.79
09-30-17,Skagit,WA,Passenger,148,120,268,"0.0,642",88.000000000,0.30
09-30-21,Kitsap,WA,Truck,0,0,0,"0.0,280","0.0,280",0.00
05-31-18,Sumter,FL,Passenger,0,1,1,9,10,10.00
05-31-20,Douglas,NE,Passenger,0,1,1,57,58,1.72
05-31-19,Lumpkin,GA,Passenger,1,0,1,4,5,20.00
11-30-20,Clallam,WA,Passenger,262,176,438,"49.0,868",50.00000006,0.87
11-30-17,Monterey,CA,Passenger,0,2,2,198,200,1.00
10-31-21,Island,WA,Truck,0,0,0,"21.0,535","21.0,535",0.00
01-31-23,Hamilton,OH,Passenger,1,0,1,32,33,3.03
February 28 2022,Snohomish,WA,Truck,3,0,3,"0.0,102",125.00000005,0.00
12-31-23,Yakima,WA,Truck,15,0,15,60.0000018,60.0000033,0.02
04-30-21,Gwinnett,GA,Passenger,1,0,1,68,69,1.45
08-31-23,King,WA,Truck,831,2,833,"0.0,382","0.0,215",0.48
February 29 2024,Benton,WA,Truck,37,0,37,"0.0,321","41.0,358",0.09
08-31-18,Clark,WA,Truck,0,0,0,"0.0,293","0.0,293",0.00
07-31-18,Wahkiakum,WA,Truck,0,0,0,"1.0,681","1.0,681",0.00
11-30-20,Spokane,WA,Passenger,858,542,1.000000000,"320.0,141","321.0,541",0.44
05-31-23,Stevens,WA,Passenger,110,64,174,"29.0,746","0.0,920",0.58
01-31-23,Arlington,VA,Passenger,1,0,1,116,117,0.85
05-31-23,Kings,CA,Passenger,2,2,4,280,284,1.41
05-31-22,Wichita,TX,Passenger,1,0,1,41,42,2.38
10-31-17,King,WA,Passenger,"10.0,938","4.0,481","15.0,419","1,371,931","1,387,350",1.11
08-31-18,Island,WA,Passenger,216,205,421,"0.0,702","0.0,123",0.67
01-31-17,Spokane,WA,Passenger,221,196,417,"295.0,996","296.0,413",0.14
February 29 2020,San Juan,WA,Passenger,279,82,361,"0.0,324","14.0,685",2.46
12-31-21,Contra Costa,CA,Passenger,1,4,5,257,262,1.91
06-30-17,Riverside,CA,Passenger,1,1,2,808,810,0.25
07-31-19,Mecklenburg,NC,Passenger,1,0,1,89,90,1.11
04-30-23,Montgomery,TN,Passenger,1,0,1,175,176,0.57
09-30-18,Dallas,TX,Passenger,0,1,1,202,203,0.49
08-31-20,Lake,FL,Passenger,1,0,1,24,25,4.00
11-30-19,Harford,MD,Passenger,0,1,1,61,62,1.61
03-31-17,Nassau,NY,Passenger,0,1,1,40,41,2.44
07-31-17,New Haven,CT,Passenger,0,1,1,57,58,1.72
01-31-19,Marion,IN,Passenger,1,0,1,120,121,0.83
11-30-19,Grant,WA,Truck,0,0,0,"26.0,948","26.0,948",0.00
11-30-22,Bartow,GA,Passenger,0,1,1,4,5,20.00
12-31-20,Whitman,WA,Truck,0,0,0,"8.0,511","8.0,511",0.00
February 28 2019,Juneau,AK,Passenger,0,1,1,39,40,2.50
12-31-20,Hampshire,MA,Passenger,1,0,1,8,9,11.11
February 28 2021,Saginaw,MI,Passenger,2,0,2,11,13,15.38
10-31-17,Contra Costa,CA,Passenger,0,1,1,485,486,0.21
February 28 2022,El Paso,TX,Passenger,2,0,2,371,373,0.54
07-31-18,Jefferson,CO,Passenger,0,1,1,64,65,1.54
12-31-20,Harrison,MS,Passenger,2,0,2,55,57,3.51
08-31-23,Middlesex,NJ,Passenger,1,0,1,18,19,5.26
11-30-19,Moore,NC,Passenger,0,1,1,177,178,0.56
05-31-23,Sarpy,NE,Passenger,1,0,1,57,58,1.72
01-31-20,Clay,FL,Passenger,0,1,1,88,89,1.12
03-31-20,Bucks,PA,Passenger,1,0,1,22,23,4.35
05-31-21,Allen,IN,Passenger,1,0,1,19,20,5.00
05-31-18,Walla Walla,WA,Passenger,34,42,76,"35.0,569","35.0,645",0.21
06-30-19,,,Passenger,4,2,6,411,417,1.44
07-31-23,Prince George's,MD,Passenger,3,1,4,115,119,3.36
04-30-21,San Mateo,CA,Passenger,1,1,2,112,114,1.75
12-31-20,Dallas,IA,Passenger,0,1,1,10,11,9.09
12-31-20,Richland,SC,Passenger,0,1,1,144,145,0.69
05-31-19,Brevard,FL,Passenger,0,1,1,87,88,1.14
February 28 2021,El Dorado,CA,Passenger,1,0,1,36,37,2.70
11-30-17,Yakima,WA,Truck,0,0,0,"57.0,914","57.0,914",0.00
10-31-22,Stafford,VA,Passenger,2,1,3,88,91,3.30
12-31-18,Middlesex,MA,Passenger,1,1,2,129,131,1.53
04-30-18,Montgomery,MD,Passenger,1,0,1,297,298,0.34
03-31-21,Skamania,WA,Truck,0,0,0,"0.0,024","0.0,024",0.00
11-30-21,Columbia,WA,Truck,0,0,0,"0.0,552","0.0,552",0.00
10-31-21,Klickitat,WA,Truck,0,0,0,8.00000008,8.00000008,0.00
February 29 2024,Cook,IL,Passenger,2,1,3,121,124,2.42
01-31-24,Philadelphia,PA,Passenger,1,0,1,28,29,3.45
11-30-22,St. Louis,MO,Passenger,2,0,2,62,64,3.12
10-31-21,Charles,MD,Passenger,1,1,2,71,73,2.74
11-30-18,Douglas,WA,Passenger,49,33,82,"27.0,964",28.0000046,0.29
10-31-18,Jefferson,WA,Truck,0,0,0,9.00000005,9.00000005,0.00
01-31-24,Pacific,WA,Truck,6,0,6,"0.0,722","0.0,728",0.08
12-31-20,Ada,ID,Passenger,0,1,1,261,262,0.38
08-31-22,Solano,CA,Passenger,2,0,2,159,161,1.24
05-31-17,Harnett,NC,Passenger,1,0,1,269,270,0.37
11-30-23,Wake,NC,Passenger,2,0,2,69,71,2.82
01-31-18,Manassas,VA,Passenger,0,1,1,9,10,10.00
February 28 2023,Klickitat,WA,Passenger,127,57,184,"15.0,137","0.0,321",1.20
01-31-22,Norfolk,VA,Passenger,3,3,6,309,315,1.90
February 28 2023,Kent,DE,Passenger,1,0,1,52,53,1.89
03-31-23,Deschutes,OR,Passenger,1,0,1,71,72,1.39
06-30-20,Benton,WA,Passenger,358,321,679,"134.0,198","134.0,877",0.50
10-31-18,Chelan,WA,Passenger,126,59,185,"0.0,927","0.0,112",0.34
03-31-20,Jefferson,WA,Passenger,234,141,375,25.0000068,"25.0,443",1.47
12-31-17,Norfolk,VA,Passenger,1,1,2,315,317,0.63
09-30-22,Wahkiakum,WA,Passenger,24,12,36,3.0000077,"3.0,113",1.16
03-31-21,Okanogan,WA,Truck,0,0,0,"16.0,663","16.0,663",0.00
07-31-19,Bergen,NJ,Passenger,1,0,1,27,28,3.57
February 28 2023,Wichita,TX,Passenger,2,0,2,37,39,5.13
03-31-22,Sevier,AR,Passenger,0,1,1,0,1,100.00
09-30-21,Clallam,WA,Passenger,359,229,588,"50.0,548","51.0,136",1.15
February 28 2019,Calvert,MD,Passenger,0,1,1,86,87,1.15
04-30-17,Montgomery,PA,Passenger,1,0,1,41,42,2.38
05-31-20,Walla Walla,WA,Passenger,70,62,132,35.000000000,"0.0,942",0.37
06-30-17,Spokane,WA,Truck,1,0,1,"90.0,618","90.0,619",0.00
February 28 2017,Ventura,CA,Passenger,0,2,2,384,386,0.52
01-31-19,Arlington,VA,Passenger,1,2,3,165,168,1.79
09-30-21,Orange,NC,Passenger,0,1,1,13,14,7.14
09-30-18,Nueces,TX,Passenger,1,1,2,87,89,2.25
11-30-18,Virginia Beach,VA,Passenger,2,1,3,691,694,0.43
06-30-22,Fresno,CA,Passenger,1,0,1,152,153,0.65
03-31-21,Carson City,NV,Passenger,1,0,1,12,13,7.69
10-31-20,Powhatan,VA,Passenger,1,0,1,1,2,50.00
12-31-22,Alameda,CA,Passenger,4,1,5,184,189,2.65
09-30-17,Northampton,PA,Passenger,0,1,1,83,84,1.19
01-31-19,Douglas,WA,Truck,0,0,0,12.000000000,12.000000000,0.00
06-30-21,Carroll,NH,Passenger,0,1,1,5,6,16.67
February 29 2020,Chelan,WA,Passenger,216,78,294,"54.0,599","54.0,893",0.54
07-31-21,Chesapeake,VA,Passenger,0,3,3,400,403,0.74
03-31-17,Juneau,AK,Passenger,0,1,1,54,55,1.82
February 28 2019,Wahkiakum,WA,Passenger,1,1,2,3.0000018,"0.0,020",0.07
01-31-24,El Dorado,CA,Passenger,1,0,1,16,17,5.88
10-31-21,Collier,FL,Passenger,1,0,1,20,21,4.76
06-30-18,Douglas,WA,Truck,0,0,0,"11.0,946","11.0,946",0.00
05-31-21,Okanogan,WA,Passenger,61,37,98,26.000000000,"26.0,498",0.37
07-31-22,Douglas,CO,Passenger,0,1,1,78,79,1.27
10-31-18,Shelby,TN,Passenger,0,1,1,106,107,0.93
07-31-18,Marin,CA,Passenger,1,0,1,55,56,1.79
01-31-20,Richland,SC,Passenger,0,1,1,158,159,0.63
03-31-20,Eagle,CO,Passenger,1,0,1,9,10,10.00
09-30-20,Chelan,WA,Passenger,260,80,340,"0.0,299","54.0,639",0.62
12-31-21,Kitsap,WA,Truck,0,0,0,"54.0,139","54.0,139",0.00
04-30-20,Alameda,CA,Passenger,3,1,4,288,292,1.37
February 28 2023,Lane,OR,Passenger,0,2,2,89,91,2.20
11-30-19,Brevard,FL,Passenger,0,1,1,90,91,1.10
07-31-19,Grant,WA,Passenger,43,61,104,65.00000009,"65.0,113",0.16
10-31-22,Nueces,TX,Passenger,0,1,1,52,53,1.89
05-31-21,Island,WA,Truck,0,0,0,21.000000000,21.000000000,0.00
09-30-20,Franklin,WA,Truck,0,0,0,"0.0,284","0.0,284",0.00
06-30-20,Douglas,WA,Truck,0,0,0,12.00000003,12.00000003,0.00
05-31-22,Walla Walla,WA,Passenger,171,96,267,"35.0,957","0.0,224",0.74
09-30-22,Skamania,WA,Truck,0,0,0,3.00000005,3.00000005,0.00
12-31-23,Essex,MA,Passenger,1,0,1,12,13,7.69
12-31-19,Maricopa,AZ,Passenger,7,8,15,"1.0,584","1.0,599",0.94
11-30-17,Pima,AZ,Passenger,1,1,2,424,426,0.47
February 29 2024,San Juan,WA,Passenger,686,205,891,"0.0,203",14.0000094,6.32
10-31-18,Charles,MD,Passenger,0,1,1,84,85,1.18
04-30-17,Moore,NC,Passenger,0,1,1,205,206,0.49
06-30-23,Wake,NC,Passenger,2,0,2,78,80,2.50
07-31-21,Charleston,SC,Passenger,1,1,2,91,93,2.15
05-31-22,Washington,MD,Passenger,2,0,2,12,14,14.29
01-31-24,Kauai,HI,Passenger,0,1,1,11,12,8.33
04-30-20,Oldham,KY,Passenger,0,1,1,4,5,20.00
06-30-18,Franklin,MA,Passenger,0,1,1,1,2,50.00
01-31-17,Clark,WA,Passenger,673,426,1.0000099,297.000000000,"298.0,899",0.37
07-31-17,Jefferson,WA,Truck,0,0,0,"0.0,412","0.0,412",0.00
10-31-19,Cumberland,NC,Passenger,0,2,2,502,504,0.40
February 28 2017,Middlesex,MA,Passenger,1,0,1,160,161,0.62
03-31-19,Fairfax,VA,Passenger,4,2,6,802,808,0.74
05-31-17,Anne Arundel,MD,Passenger,0,1,1,501,502,0.20
01-31-24,Portsmouth,VA,Passenger,0,1,1,63,64,1.56
09-30-21,Louisa,VA,Passenger,0,1,1,1,2,50.00
08-31-20,Prince William,VA,Passenger,2,3,5,225,230,2.17
12-31-19,Garfield,WA,Passenger,0,1,1,1.00000005,1.00000006,0.08
08-31-22,Asotin,WA,Truck,0,0,0,"6.0,684","6.0,684",0.00
10-31-23,Loudoun,VA,Passenger,2,1,3,58,61,4.92
06-30-17,Pacific,WA,Truck,0,0,0,"7.0,469","7.0,469",0.00
10-31-23,Burlington,NJ,Passenger,2,2,4,84,88,4.55
February 29 2024,Santa Cruz,CA,Passenger,1,0,1,16,17,5.88
06-30-21,Wilson,NC,Passenger,1,0,1,0,1,100.00
12-31-18,Grant,WA,Passenger,32,52,84,"64.0,191","0.0,275",0.13
06-30-21,Franklin,WA,Passenger,123,97,220,"0.0,992","0.0,212",0.35
February 29 2024,Kittitas,WA,Truck,23,0,23,14.0000043,14.0000066,0.16
04-30-19,Skamania,WA,Passenger,21,16,37,8.00000009,"8.0,746",0.42
01-31-22,Carroll,NH,Passenger,0,1,1,5,6,16.67
09-30-23,Allen,IN,Passenger,1,0,1,10,11,9.09
08-31-20,Collier,FL,Passenger,1,0,1,20,21,4.76
01-31-20,Skagit,WA,Truck,1,0,1,"32.0,587","32.0,588",0.00
08-31-23,Harnett,NC,Passenger,4,0,4,136,140,2.86
07-31-21,Dallas,TX,Passenger,1,0,1,159,160,0.62
06-30-21,Eagle,CO,Passenger,1,0,1,9,10,10.00
05-31-19,Oldham,KY,Passenger,0,1,1,5,6,16.67
12-31-22,Kittitas,WA,Passenger,300,93,393,"0.0,528","0.0,921",1.31
05-31-20,Adams,WA,Truck,0,0,0,"0.0,215","0.0,215",0.00
04-30-20,Calvert,MD,Passenger,0,2,2,89,91,2.20
11-30-20,Lincoln,WA,Truck,0,0,0,"4.0,659","4.0,659",0.00
03-31-22,Dorchester,SC,Passenger,1,0,1,71,72,1.39
01-31-21,Bucks,PA,Passenger,1,0,1,21,22,4.55
06-30-22,Skamania,WA,Passenger,73,47,120,"8.0,197","8.0,317",1.44
08-31-19,Bexar,TX,Passenger,1,5,6,661,667,0.90
08-31-19,Boulder,CO,Passenger,1,0,1,53,54,1.85
February 28 2023,Okaloosa,FL,Passenger,0,1,1,97,98,1.02
12-31-22,Hamilton,OH,Truck,1,0,1,3,4,25.00
04-30-22,Sacramento,CA,Passenger,2,1,3,228,231,1.30
03-31-22,Sumter,SC,Passenger,0,1,1,32,33,3.03
12-31-20,Jefferson,WA,Passenger,285,155,440,24.00000004,"0.0,244",1.74
10-31-22,Douglas,WA,Passenger,158,59,217,"28.0,416","28.0,633",0.76
07-31-20,Washington,OR,Passenger,1,0,1,443,444,0.23
01-31-17,Lewis,WA,Truck,0,0,0,"24.0,796","24.0,796",0.00
09-30-20,Lee,FL,Passenger,1,0,1,47,48,2.08
10-31-21,Hamilton,IN,Passenger,2,0,2,32,34,5.88
12-31-20,Orange,CA,Passenger,4,3,7,472,479,1.46
10-31-22,Onslow,NC,Passenger,0,1,1,166,167,0.60
10-31-20,Lewis,WA,Truck,0,0,0,"26.0,497","26.0,497",0.00
08-31-21,DeKalb,GA,Passenger,1,0,1,63,64,1.56
08-31-19,Sarasota,FL,Passenger,1,0,1,34,35,2.86
11-30-21,St. Clair,IL,Passenger,1,0,1,123,124,0.81
06-30-22,Wahkiakum,WA,Passenger,23,11,34,3.000000000,3.00000004,1.10
06-30-19,Wahkiakum,WA,Passenger,2,2,4,3.00000008,"0.0,012",0.13
February 28 2023,Lake,IL,Passenger,1,0,1,129,130,0.77
05-31-20,Montgomery,TX,Passenger,1,0,1,57,58,1.72
10-31-21,Meade,KY,Passenger,1,0,1,24,25,4.00
06-30-20,Rockingham,NH,Passenger,1,0,1,24,25,4.00
11-30-18,Spokane,WA,Truck,1,0,1,93.000000000,"93.0,651",0.00
01-31-22,Mason,WA,Truck,0,0,0,"21.0,163","21.0,163",0.00
04-30-22,Thurston,WA,Passenger,"0.0,072",1.0000014,3.0000086,"194.0,659","197.0,745",1.56
09-30-17,Sacramento,CA,Passenger,1,1,2,345,347,0.58
11-30-23,Mason,WA,Truck,17,0,17,20.000000000,"0.0,327",0.08
11-30-17,Chelan,WA,Truck,0,0,0,"21.0,519","21.0,519",0.00
February 28 2017,Grays Harbor,WA,Passenger,27,24,51,"0.0,246","0.0,297",0.12
07-31-23,Douglas,WA,Passenger,212,64,276,"28.0,766","0.0,042",0.95
11-30-21,Sedgwick,KS,Passenger,1,1,2,86,88,2.27
07-31-20,Broward,FL,Passenger,2,1,3,112,115,2.61
12-31-18,Pima,AZ,Passenger,1,1,2,414,416,0.48
08-31-19,Nantucket,MA,Passenger,1,0,1,2,3,33.33
11-30-18,Riverside,CA,Passenger,2,2,4,684,688,0.58
05-31-20,Loudoun,VA,Passenger,1,0,1,88,89,1.12
10-31-22,Harris,TX,Passenger,1,0,1,153,154,0.65
11-30-22,Rockingham,NH,Passenger,1,0,1,15,16,6.25
05-31-18,Utah,UT,Passenger,0,1,1,140,141,0.71
01-31-18,El Paso,TX,Passenger,1,0,1,522,523,0.19
01-31-18,Flathead,MT,Passenger,1,0,1,56,57,1.75
05-31-17,Pinal,AZ,Passenger,2,0,2,256,258,0.78
10-31-19,Jefferson,WA,Truck,0,0,0,"9.0,669","9.0,669",0.00
03-31-18,Skamania,WA,Truck,0,0,0,"0.0,926","0.0,926",0.00
February 28 2023,Montgomery,PA,Passenger,1,0,1,20,21,4.76
09-30-18,Flathead,MT,Passenger,1,0,1,55,56,1.79
06-30-23,St. Louis,MO,Passenger,1,0,1,52,53,1.89
February 28 2023,Middlesex,MA,Passenger,2,1,3,74,77,3.90
11-30-23,Gwinnett,GA,Passenger,1,0,1,33,34,2.94
01-31-24,Meade,KY,Passenger,1,0,1,13,14,7.14
04-30-22,Clinton,PA,Passenger,1,0,1,1,2,50.00
06-30-22,DuPage,IL,Passenger,3,1,4,50,54,7.41
07-31-22,Leavenworth,KS,Passenger,0,1,1,98,99,1.01
12-31-22,Hudson,NJ,Passenger,1,0,1,33,34,2.94
12-31-17,Richland,SC,Passenger,0,1,1,173,174,0.57
05-31-22,St. Louis,MO,Passenger,2,0,2,70,72,2.78
10-31-20,Kern,CA,Passenger,0,1,1,222,223,0.45
01-31-19,Denver,CO,Passenger,1,0,1,131,132,0.76
03-31-17,Adams,WA,Passenger,2,4,6,12.00000006,"0.0,112",0.05
03-31-21,Mason,WA,Passenger,185,135,320,"47.0,874","48.0,194",0.66
04-30-20,Montgomery,TX,Passenger,1,0,1,57,58,1.72
04-30-17,Skamania,WA,Passenger,9,8,17,"8.0,519","8.0,536",0.20
06-30-17,Skagit,WA,Truck,1,0,1,"31.0,456","31.0,457",0.00
February 28 2021,Asotin,WA,Truck,0,0,0,"6.0,694","6.0,694",0.00
February 29 2020,Mercer,NJ,Passenger,0,1,1,19,20,5.00
06-30-22,St. Lawrence,NY,Passenger,1,0,1,2,3,33.33
01-31-18,Island,WA,Truck,0,0,0,"20.0,779","20.0,779",0.00
12-31-19,Cumberland,NC,Passenger,0,2,2,501,503,0.40
08-31-20,Kootenai,ID,Passenger,1,0,1,216,217,0.46
10-31-19,Fairbanks North Star,AK,Passenger,0,1,1,100,101,0.99
08-31-17,Clallam,WA,Passenger,96,79,175,"48.0,549","0.0,724",0.36
06-30-19,Pierce,WA,Passenger,1.00000008,"1.0,555","3.0,363","542.0,899","0.0,262",0.62
06-30-22,San Juan,WA,Truck,1,0,1,"5.0,983","5.0,984",0.02
06-30-23,Chesapeake,VA,Passenger,3,2,5,285,290,1.72
07-31-20,Whatcom,WA,Truck,3,0,3,"43.0,153","43.0,156",0.01
11-30-23,Orange,FL,Passenger,1,0,1,49,50,2.00
12-31-22,King,WA,Passenger,48.000000000,"0.0,236","60.0,376","1,335,545","1,395,921",4.33
05-31-19,Harnett,NC,Passenger,1,1,2,223,225,0.89
04-30-21,Monterey,CA,Passenger,0,2,2,156,158,1.27
09-30-17,Shelby,TN,Passenger,0,1,1,110,111,0.90
03-31-21,Morris,NJ,Passenger,1,0,1,15,16,6.25
05-31-20,Skagit,WA,Passenger,400,216,616,"91.0,151","91.0,767",0.67
08-31-17,Skagit,WA,Truck,1,0,1,"31.0,511","0.0,512",0.00
08-31-19,Orange,CA,Passenger,6,3,9,548,557,1.62
February 29 2020,Calvert,MD,Passenger,0,2,2,90,92,2.17
09-30-23,Essex,MA,Passenger,1,0,1,12,13,7.69
03-31-22,Contra Costa,CA,Passenger,0,3,3,249,252,1.19
03-31-18,Essex,NJ,Passenger,1,0,1,13,14,7.14
03-31-22,Placer,CA,Passenger,2,0,2,74,76,2.63
06-30-20,Sedgwick,KS,Passenger,1,1,2,96,98,2.04
05-31-19,Oklahoma,OK,Passenger,0,1,1,125,126,0.79
09-30-23,Lee,AL,Passenger,1,0,1,11,12,8.33
01-31-17,Spokane,WA,Truck,1,0,1,"0.0,420","0.0,421",0.00
04-30-22,Clallam,WA,Truck,1,0,1,"21.0,981","0.0,982",0.00
04-30-17,Saratoga,NY,Passenger,1,1,2,74,76,2.63
04-30-21,Contra Costa,CA,Passenger,3,4,7,278,285,2.46
05-31-20,Rockingham,NH,Passenger,1,0,1,27,28,3.57
01-31-24,Richmond,NY,Passenger,1,0,1,4,5,20.00
11-30-19,Los Angeles,CA,Passenger,6,10,16,1.0000093,1.00000009,1.44
05-31-20,Moore,NC,Passenger,0,1,1,166,167,0.60
February 28 2018,Canyon,ID,Passenger,0,1,1,97,98,1.02
