Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
06-30-19,Houston,GA,Passenger,1,0,1,54,55,1.82
06-30-17,Dale,AL,Passenger,0,1,1,62,63,1.59
11-30-22,Parker,TX,Passenger,0,1,1,19,20,5.00
04-30-23,Williamsburg,VA,Passenger,0,1,1,7,8,12.50
February 28 2017,Franklin,MA,Passenger,0,1,1,4,5,20.00
09-30-19,San Juan,WA,Passenger,229,73,302,"0.0,425","0.0,727",2.05
12-31-19,Osceola,FL,Passenger,1,0,1,43,44,2.27
03-31-19,Manatee,FL,Passenger,1,0,1,33,34,2.94
09-30-18,Morris,NJ,Passenger,1,0,1,17,18,5.56
February 28 2023,Allen,IN,Passenger,1,0,1,17,18,5.56
05-31-19,Kootenai,ID,Passenger,1,1,2,218,220,0.91
11-30-20,Hillsborough,FL,Passenger,0,1,1,172,173,0.58
07-31-17,Orange,CA,Passenger,3,1,4,639,643,0.62
February 28 2021,Lake,FL,Passenger,1,0,1,23,24,4.17
08-31-22,DeKalb,GA,Passenger,1,0,1,52,53,1.89
03-31-22,Henrico,VA,Passenger,0,1,1,14,15,6.67
01-31-20,Klickitat,WA,Passenger,48,39,87,"15.0,681","15.0,768",0.55
06-30-22,Wahkiakum,WA,Truck,0,0,0,"0.0,802","0.0,802",0.00
February 28 2019,Saratoga,NY,Passenger,1,0,1,60,61,1.64
08-31-17,Douglas,WA,Passenger,35,27,62,"26.0,837","26.0,899",0.23
08-31-23,Lewis,WA,Truck,8,0,8,"25.0,864","0.0,872",0.03
01-31-22,San Luis Obispo,CA,Passenger,1,0,1,62,63,1.59
11-30-17,Shelby,TN,Passenger,0,1,1,107,108,0.93
09-30-21,Denton,TX,Passenger,1,0,1,76,77,1.30
05-31-19,Houston,GA,Passenger,1,0,1,54,55,1.82
09-30-20,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
February 28 2019,Whatcom,WA,Truck,2,0,2,42.00000005,42.00000007,0.00
07-31-20,Alexandria,VA,Passenger,3,0,3,133,136,2.21
09-30-23,Saratoga,NY,Passenger,1,1,2,33,35,5.71
09-30-18,Tulsa,OK,Passenger,1,1,2,50,52,3.85
07-31-22,Currituck,NC,Passenger,1,0,1,23,24,4.17
03-31-22,Flathead,MT,Passenger,1,0,1,41,42,2.38
04-30-21,Kitsap,WA,Passenger,"0.0,732",812,"2.0,544","0.0,425","182.0,969",1.39
06-30-23,Whatcom,WA,Passenger,"0.0,492",880,"0.0,372","147.0,933",151.00000005,2.23
08-31-20,Jefferson,WA,Passenger,249,144,393,"24.0,646",25.0000039,1.57
05-31-21,Alameda,CA,Passenger,4,0,4,253,257,1.56
11-30-21,San Luis Obispo,CA,Passenger,1,0,1,63,64,1.56
08-31-17,Sangamon,IL,Passenger,1,0,1,11,12,8.33
08-31-22,Yakima,WA,Passenger,364,204,568,"0.0,425","166.0,993",0.34
04-30-23,Franklin,WA,Truck,4,0,4,"20.0,878","0.0,882",0.02
05-31-21,Pima,AZ,Passenger,2,1,3,301,304,0.99
12-31-18,Shelby,TN,Passenger,0,1,1,101,102,0.98
01-31-24,Hennepin,MN,Passenger,1,0,1,26,27,3.70
12-31-20,Alameda,CA,Passenger,4,0,4,274,278,1.44
07-31-18,Dakota,MN,Passenger,0,2,2,36,38,5.26
01-31-19,Manassas,VA,Passenger,0,1,1,9,10,10.00
03-31-21,Okanogan,WA,Passenger,57,35,92,"0.0,213",26.00000005,0.35
04-30-19,Flathead,MT,Passenger,1,0,1,64,65,1.54
05-31-21,Bucks,PA,Passenger,1,0,1,19,20,5.00
12-31-18,Denver,CO,Passenger,1,0,1,129,130,0.77
05-31-22,Klickitat,WA,Passenger,99,54,153,"0.0,231","15.0,384",0.99
04-30-17,Cumberland,NC,Passenger,1,0,1,620,621,0.16
04-30-18,Dakota,MN,Passenger,0,2,2,38,40,5.00
February 28 2018,Allegheny,PA,Passenger,1,0,1,84,85,1.18
February 29 2024,Pacific,WA,Truck,6,0,6,"7.0,588","7.0,594",0.08
01-31-17,Douglas,OR,Passenger,0,1,1,90,91,1.10
09-30-17,Asotin,WA,Truck,0,0,0,6.00000006,6.00000006,0.00
05-31-17,Clallam,WA,Truck,0,0,0,"20.0,957","20.0,957",0.00
06-30-18,Prince George's,MD,Passenger,1,1,2,188,190,1.05
03-31-21,Garfield,WA,Passenger,0,2,2,"1.0,363","1.0,365",0.15
08-31-19,Nassau,NY,Passenger,4,0,4,42,46,8.70
01-31-23,Pima,AZ,Passenger,1,0,1,212,213,0.47
10-31-19,Lake,IL,Passenger,1,0,1,177,178,0.56
04-30-21,Clinton,PA,Passenger,1,0,1,0,1,100.00
01-31-22,Wilson,TX,Passenger,0,1,1,3,4,25.00
04-30-18,Sacramento,CA,Passenger,1,1,2,314,316,0.63
11-30-20,Klickitat,WA,Truck,0,0,0,8.0000083,8.0000083,0.00
11-30-22,Norfolk,VA,Passenger,3,3,6,287,293,2.05
03-31-20,Snohomish,WA,Truck,0,0,0,123.00000008,123.00000008,0.00
01-31-18,Gwinnett,GA,Passenger,0,1,1,84,85,1.18
04-30-18,Grant,WA,Passenger,31,42,73,"62.0,796","62.0,869",0.12
03-31-21,Placer,CA,Passenger,2,0,2,83,85,2.35
06-30-22,St. Louis,MO,Passenger,2,0,2,67,69,2.90
03-31-21,Hudson,NJ,Passenger,1,0,1,43,44,2.27
09-30-19,Spartanburg,SC,Passenger,0,1,1,42,43,2.33
07-31-19,Grant,WA,Truck,0,0,0,"26.0,698","26.0,698",0.00
01-31-19,District of Columbia,DC,Passenger,1,3,4,201,205,1.95
February 29 2024,New Haven,CT,Passenger,0,2,2,20,22,9.09
08-31-18,Utah,UT,Passenger,0,1,1,144,145,0.69
12-31-22,Saratoga,NY,Passenger,1,0,1,41,42,2.38
05-31-21,St. Mary's,MD,Passenger,1,0,1,207,208,0.48
05-31-19,Clallam,WA,Passenger,167,137,304,"50.0,566",50.000000000,0.60
10-31-21,Virginia Beach,VA,Passenger,2,0,2,584,586,0.34
12-31-22,Multnomah,OR,Passenger,1,2,3,490,493,0.61
01-31-19,Brevard,FL,Passenger,0,1,1,92,93,1.08
08-31-21,Wake,NC,Passenger,1,0,1,132,133,0.75
01-31-23,Lake,IN,Passenger,0,1,1,10,11,9.09
04-30-23,Bartow,GA,Passenger,0,1,1,4,5,20.00
10-31-18,Houston,GA,Passenger,1,0,1,53,54,1.85
04-30-21,Washington,MD,Passenger,1,0,1,10,11,9.09
04-30-18,Clallam,WA,Truck,0,0,0,21.000000000,21.000000000,0.00
09-30-17,Chelan,WA,Passenger,75,37,112,52.00000003,"52.0,615",0.21
04-30-20,Allegheny,PA,Passenger,1,0,1,83,84,1.19
05-31-23,Nueces,TX,Passenger,0,1,1,51,52,1.92
12-31-21,Lake,FL,Passenger,1,0,1,24,25,4.00
08-31-20,Middlesex,MA,Passenger,1,1,2,95,97,2.06
07-31-20,Wahkiakum,WA,Passenger,6,6,12,3.00000001,3.0000013,0.40
01-31-18,Virginia Beach,VA,Passenger,2,1,3,669,672,0.45
06-30-22,Kings,CA,Passenger,2,1,3,311,314,0.96
February 29 2024,Brevard,FL,Passenger,1,0,1,44,45,2.22
12-31-22,Denton,TX,Passenger,2,0,2,54,56,3.57
11-30-20,Greene,MO,Passenger,0,1,1,35,36,2.78
11-30-23,Santa Cruz,CA,Passenger,1,0,1,20,21,4.76
03-31-23,Carroll,MD,Passenger,0,1,1,19,20,5.00
04-30-19,Vigo,IN,Passenger,1,0,1,5,6,16.67
09-30-21,Sevier,AR,Passenger,0,1,1,0,1,100.00
03-31-22,Kitsap,WA,Passenger,"0.0,271",1.00000004,"0.0,275",179.0000018,"0.0,293",1.80
09-30-19,Garfield,WA,Passenger,0,1,1,1.000000000,"1.0,311",0.08
04-30-17,Honolulu,HI,Passenger,4,2,6,614,620,0.97
February 28 2021,Loudoun,VA,Passenger,1,0,1,71,72,1.39
06-30-20,DuPage,IL,Passenger,4,0,4,61,65,6.15
09-30-20,Carroll,NH,Passenger,0,1,1,5,6,16.67
09-30-20,Harford,MD,Passenger,0,1,1,59,60,1.67
05-31-22,Hillsborough,FL,Passenger,1,2,3,128,131,2.29
08-31-17,Collin,TX,Passenger,0,1,1,146,147,0.68
09-30-21,Carroll,NH,Passenger,0,1,1,5,6,16.67
04-30-22,Arlington,VA,Passenger,1,0,1,136,137,0.73
07-31-22,San Juan,WA,Truck,4,0,4,"5.0,944","5.0,948",0.07
12-31-23,Lewis,WA,Truck,10,0,10,"0.0,412","0.0,422",0.04
03-31-23,Cowlitz,WA,Truck,7,0,7,"0.0,287","0.0,294",0.02
04-30-19,Spokane,WA,Passenger,511,407,918,"0.0,524","0.0,442",0.30
07-31-18,Pacific,WA,Passenger,19,21,40,"15.0,615","15.0,655",0.26
06-30-21,Yamhill,OR,Passenger,1,0,1,41,42,2.38
01-31-24,Alexandria,VA,Passenger,3,0,3,74,77,3.90
07-31-18,Mason,WA,Truck,0,0,0,20.0000045,20.0000045,0.00
01-31-21,Clark,WA,Passenger,"2.0,459","0.0,211",3.000000000,"0.0,291","322.0,961",1.14
07-31-17,Santa Fe,NM,Passenger,0,1,1,43,44,2.27
07-31-22,Kauai,HI,Passenger,1,0,1,17,18,5.56
February 29 2020,New London,CT,Passenger,0,1,1,247,248,0.40
February 28 2018,DeKalb,GA,Passenger,1,0,1,86,87,1.15
01-31-22,Champaign,IL,Passenger,1,0,1,12,13,7.69
09-30-17,Dale,AL,Passenger,0,1,1,61,62,1.61
03-31-20,Adams,WA,Truck,0,0,0,"0.0,217","0.0,217",0.00
12-31-18,Douglas,NE,Passenger,0,1,1,69,70,1.43
12-31-23,Hardin,KY,Passenger,1,0,1,51,52,1.92
10-31-18,Saratoga,NY,Passenger,1,0,1,58,59,1.69
09-30-20,Douglas,WA,Passenger,79,45,124,28.0000037,"28.0,161",0.44
05-31-17,Columbia,WA,Passenger,0,1,1,2.000000000,"2.0,361",0.04
01-31-21,Sevier,AR,Passenger,0,1,1,0,1,100.00
05-31-23,Franklin,WA,Truck,4,0,4,"20.0,883","20.0,887",0.02
11-30-21,Ferry,WA,Truck,0,0,0,3.00000001,3.00000001,0.00
11-30-17,Clallam,WA,Passenger,98,86,184,"48.0,868","0.0,052",0.38
07-31-20,Lewis,WA,Passenger,107,117,224,"0.0,128","0.0,352",0.38
01-31-17,Clackamas,OR,Passenger,1,2,3,425,428,0.70
12-31-19,Duval,FL,Passenger,1,2,3,369,372,0.81
07-31-22,Lane,OR,Passenger,0,2,2,102,104,1.92
11-30-22,Houston,GA,Passenger,1,0,1,28,29,3.45
11-30-22,Danville,VA,Passenger,1,0,1,0,1,100.00
10-31-21,Shelby,OH,Passenger,0,1,1,3,4,25.00
11-30-17,Stevens,WA,Truck,0,0,0,18.000000000,18.000000000,0.00
06-30-17,Clark,WA,Passenger,787,504,"0.0,291","0.0,532","0.0,823",0.43
03-31-23,Wake,NC,Passenger,1,0,1,82,83,1.20
01-31-17,Marin,CA,Passenger,1,0,1,57,58,1.72
12-31-21,Allen,IN,Passenger,1,0,1,19,20,5.00
11-30-23,Skagit,WA,Passenger,1.00000001,468,"1.0,769","88.0,139",89.00000008,1.97
09-30-18,Okanogan,WA,Passenger,10,20,30,26.0000049,26.0000079,0.12
11-30-20,Boulder,CO,Passenger,1,1,2,46,48,4.17
11-30-23,Grays Harbor,WA,Passenger,363,224,587,"47.0,855","0.0,442",1.21
06-30-20,Jefferson,NY,Passenger,0,1,1,209,210,0.48
12-31-17,Adams,WA,Passenger,4,5,9,12.00000004,"12.0,413",0.07
01-31-22,Newport,RI,Passenger,0,1,1,74,75,1.33
03-31-20,Houston,GA,Passenger,1,0,1,57,58,1.72
08-31-19,Pinellas,FL,Passenger,1,1,2,123,125,1.60
10-31-17,Frederick,MD,Passenger,0,1,1,85,86,1.16
05-31-19,Frederick,MD,Passenger,1,1,2,80,82,2.44
12-31-19,Suffolk,VA,Passenger,1,0,1,123,124,0.81
03-31-20,Queens,NY,Passenger,1,0,1,54,55,1.82
10-31-19,Bucks,PA,Passenger,1,0,1,26,27,3.70
01-31-24,DeKalb,GA,Passenger,1,0,1,31,32,3.12
08-31-22,Carroll,NH,Passenger,0,1,1,5,6,16.67
10-31-20,Solano,CA,Passenger,1,0,1,203,204,0.49
03-31-17,Northampton,PA,Passenger,2,0,2,209,211,0.95
09-30-20,Hennepin,MN,Passenger,2,0,2,86,88,2.27
06-30-23,Columbia,WA,Truck,0,0,0,"1.0,553","1.0,553",0.00
February 28 2023,Fulton,GA,Passenger,1,0,1,62,63,1.59
11-30-20,Vigo,IN,Passenger,1,0,1,6,7,14.29
12-31-18,Deschutes,OR,Passenger,3,0,3,173,176,1.70
08-31-21,Alexandria,VA,Passenger,3,0,3,120,123,2.44
05-31-18,Ada,ID,Passenger,0,2,2,341,343,0.58
11-30-19,New Haven,CT,Passenger,0,2,2,47,49,4.08
February 28 2021,Multnomah,OR,Passenger,3,5,8,691,699,1.14
01-31-22,Hamilton,OH,Passenger,1,0,1,37,38,2.63
10-31-17,Saratoga,NY,Passenger,1,1,2,72,74,2.70
05-31-21,Whitman,WA,Passenger,60,44,104,"21.0,996",22.000000000,0.47
09-30-20,Shelby,TN,Passenger,0,1,1,85,86,1.16
February 28 2023,Cochise,AZ,Passenger,1,0,1,64,65,1.54
10-31-23,Charleston,SC,Passenger,1,2,3,48,51,5.88
February 28 2023,Tooele,UT,Passenger,1,0,1,7,8,12.50
07-31-19,Cowlitz,WA,Truck,0,0,0,"28.0,865","28.0,865",0.00
10-31-22,,,Passenger,4,1,5,291,296,1.69
05-31-20,Prince William,VA,Passenger,2,4,6,220,226,2.65
12-31-18,Sedgwick,KS,Passenger,0,1,1,101,102,0.98
07-31-22,Suffolk,VA,Passenger,1,0,1,120,121,0.83
05-31-22,Douglas,WA,Truck,0,0,0,"12.0,764","12.0,764",0.00
05-31-18,Prince George's,MD,Passenger,1,1,2,187,189,1.06
04-30-20,Polk,FL,Passenger,1,0,1,73,74,1.35
12-31-18,Sumter,FL,Passenger,0,1,1,10,11,9.09
07-31-21,Spokane,WA,Passenger,"1.0,118",654,"0.0,772","325.0,864","327.0,636",0.54
10-31-23,Wahkiakum,WA,Passenger,27,20,47,3.000000000,3.0000097,1.52
01-31-19,Suffolk,MA,Passenger,0,1,1,41,42,2.38
03-31-19,Albemarle,VA,Passenger,1,0,1,24,25,4.00
06-30-19,Juneau,AK,Passenger,0,2,2,31,33,6.06
03-31-20,Grays Harbor,WA,Passenger,107,109,216,"48.0,314",48.000000000,0.45
09-30-20,Stevens,WA,Passenger,35,38,73,"0.0,402","30.0,475",0.24
February 28 2022,Okanogan,WA,Passenger,74,47,121,"26.0,461","0.0,582",0.46
04-30-21,San Joaquin,CA,Passenger,1,0,1,110,111,0.90
February 28 2017,Nantucket,MA,Passenger,1,0,1,3,4,25.00
05-31-23,Sonoma,CA,Passenger,3,1,4,70,74,5.41
05-31-21,Fort Bend,TX,Passenger,1,0,1,37,38,2.63
12-31-19,Douglas,WA,Truck,0,0,0,12.00000003,12.00000003,0.00
08-31-23,Meade,KY,Passenger,1,0,1,17,18,5.56
09-30-19,Penobscot,ME,Passenger,0,1,1,14,15,6.67
04-30-22,Chelan,WA,Passenger,447,124,571,54.000000000,55.0000061,1.04
05-31-22,San Mateo,CA,Passenger,2,0,2,88,90,2.22
06-30-21,Newport,RI,Passenger,0,1,1,78,79,1.27
09-30-19,Juneau,AK,Passenger,0,2,2,29,31,6.45
03-31-23,King,WA,Truck,567,2,569,176.000000000,"0.0,239",0.32
09-30-22,Jefferson,WA,Truck,3,0,3,"9.0,377",9.000000000,0.03
February 28 2023,Grays Harbor,WA,Truck,2,0,2,21.0000043,21.0000045,0.01
11-30-18,Cook,IL,Passenger,1,0,1,255,256,0.39
07-31-21,Mercer,NJ,Passenger,0,1,1,14,15,6.67
09-30-18,DeKalb,IN,Passenger,1,0,1,1,2,50.00
07-31-17,Prince William,VA,Passenger,0,4,4,270,274,1.46
06-30-20,El Paso,CO,Passenger,2,0,2,736,738,0.27
01-31-18,Howard,MD,Passenger,0,2,2,88,90,2.22
February 28 2023,Jackson,OK,Passenger,0,1,1,32,33,3.03
06-30-20,Dallas,TX,Passenger,1,0,1,201,202,0.50
07-31-21,Sedgwick,KS,Passenger,1,1,2,87,89,2.25
12-31-18,St. Clair,IL,Passenger,0,1,1,167,168,0.60
12-31-23,Sheridan,WY,Passenger,1,0,1,3,4,25.00
06-30-22,Thurston,WA,Truck,7,0,7,"0.0,427","55.0,434",0.01
03-31-17,Mason,WA,Passenger,50,63,113,"0.0,923",43.0000036,0.26
February 28 2019,Alexandria,VA,Passenger,1,0,1,154,155,0.65
08-31-18,Saratoga,NY,Passenger,1,0,1,61,62,1.61
04-30-20,Whatcom,WA,Truck,3,0,3,"0.0,829","0.0,832",0.01
05-31-22,Sarasota,FL,Passenger,2,0,2,34,36,5.56
04-30-22,Escambia,FL,Passenger,0,1,1,148,149,0.67
February 28 2023,Plaquemines,LA,Passenger,1,1,2,19,21,9.52
06-30-22,Spartanburg,SC,Passenger,0,1,1,39,40,2.50
07-31-21,Douglas,NE,Passenger,1,1,2,56,58,3.45
09-30-19,San Juan,WA,Truck,0,0,0,"5.0,913","5.0,913",0.00
03-31-19,Skagit,WA,Passenger,281,189,470,"0.0,321","91.0,791",0.51
03-31-18,Hawaii,HI,Passenger,1,0,1,81,82,1.22
07-31-23,New London,CT,Passenger,2,2,4,169,173,2.31
07-31-19,Allegheny,PA,Passenger,1,0,1,86,87,1.15
February 28 2022,Queens,NY,Passenger,1,0,1,52,53,1.89
05-31-18,St. Lucie,FL,Passenger,1,0,1,28,29,3.45
09-30-22,Ferry,WA,Passenger,22,4,26,"4.0,397","0.0,423",0.59
07-31-21,Pend Oreille,WA,Passenger,15,7,22,"0.0,261","0.0,283",0.24
09-30-17,Montgomery,MD,Passenger,1,0,1,308,309,0.32
10-31-17,Grant,WA,Truck,0,0,0,"25.0,457","25.0,457",0.00
05-31-21,Alexandria,VA,Passenger,3,0,3,127,130,2.31
11-30-21,Douglas,WA,Truck,0,0,0,"12.0,688","12.0,688",0.00
07-31-17,Frederick,MD,Passenger,0,1,1,83,84,1.19
05-31-21,Charleston,SC,Passenger,2,0,2,90,92,2.17
07-31-21,St. Louis,MO,Passenger,1,0,1,84,85,1.18
10-31-22,Riverside,CA,Passenger,7,0,7,454,461,1.52
04-30-22,Salt Lake,UT,Passenger,1,1,2,146,148,1.35
12-31-19,Powhatan,VA,Passenger,1,0,1,1,2,50.00
01-31-17,Wahkiakum,WA,Passenger,0,1,1,"2.0,861","0.0,862",0.03
12-31-18,Boulder,CO,Passenger,1,0,1,51,52,1.92
09-30-21,Washington,OR,Passenger,1,0,1,380,381,0.26
03-31-18,Whitman,WA,Truck,0,0,0,"8.0,457","8.0,457",0.00
12-31-19,St. Mary's,MD,Passenger,1,0,1,214,215,0.47
04-30-19,Manatee,FL,Passenger,1,0,1,33,34,2.94
12-31-22,Montgomery,AL,Passenger,0,1,1,36,37,2.70
10-31-22,Yakima,WA,Truck,5,0,5,"0.0,225","0.0,230",0.01
08-31-22,Orange,CA,Passenger,7,3,10,373,383,2.61
February 29 2020,Flathead,MT,Passenger,1,0,1,69,70,1.43
06-30-17,Mercer,NJ,Passenger,0,1,1,20,21,4.76
12-31-21,Middlesex,MA,Passenger,0,1,1,96,97,1.03
06-30-20,San Mateo,CA,Passenger,0,1,1,120,121,0.83
10-31-17,Orleans,LA,Passenger,0,1,1,46,47,2.13
04-30-22,Douglas,CO,Passenger,0,1,1,83,84,1.19
10-31-19,Jefferson,NY,Passenger,0,2,2,214,216,0.93
08-31-23,El Paso,TX,Passenger,3,0,3,276,279,1.08
08-31-20,Palm Beach,FL,Passenger,0,2,2,77,79,2.53
12-31-19,Williamson,TX,Passenger,0,2,2,148,150,1.33
11-30-19,Carson City,NV,Passenger,1,0,1,10,11,9.09
February 28 2017,Wahkiakum,WA,Passenger,0,1,1,"2.0,843","2.0,844",0.04
February 28 2019,Collin,TX,Passenger,1,1,2,148,150,1.33
12-31-23,Marin,CA,Passenger,1,1,2,25,27,7.41
10-31-19,New Haven,CT,Passenger,0,2,2,48,50,4.00
06-30-18,Monroe,IL,Passenger,1,0,1,4,5,20.00
10-31-19,King,WA,Truck,6,1,7,"182.0,364","182.0,371",0.00
07-31-21,Klickitat,WA,Truck,0,0,0,8.00000008,8.00000008,0.00
03-31-23,Cowlitz,WA,Passenger,435,196,631,70.00000006,"70.0,737",0.89
11-30-21,Douglas,NE,Passenger,1,1,2,51,53,3.77
February 28 2023,Frederick,MD,Passenger,1,0,1,57,58,1.72
10-31-20,Charles,MD,Passenger,1,1,2,79,81,2.47
12-31-18,Nassau,NY,Passenger,3,0,3,37,40,7.50
09-30-23,Spokane,WA,Truck,48,0,48,"101.0,547","101.0,595",0.05
06-30-21,Spokane,WA,Passenger,1.0000068,647,"1.0,715","0.0,273","327.0,988",0.52
05-31-17,Flathead,MT,Passenger,1,0,1,64,65,1.54
10-31-21,Flathead,MT,Passenger,1,0,1,52,53,1.89
10-31-18,Ramsey,MN,Passenger,1,0,1,42,43,2.33
07-31-19,Carroll,NH,Passenger,0,1,1,3,4,25.00
06-30-22,Randolph,NC,Passenger,1,0,1,6,7,14.29
11-30-18,Thurston,WA,Passenger,707,566,"0.0,273","195.0,368","196.0,641",0.65
12-31-22,Grays Harbor,WA,Passenger,246,160,406,"0.0,620","0.0,026",0.83
12-31-20,El Paso,TX,Passenger,3,0,3,410,413,0.73
10-31-20,Dakota,MN,Passenger,0,1,1,30,31,3.23
08-31-20,Carroll,NH,Passenger,0,1,1,5,6,16.67
08-31-23,Klickitat,WA,Passenger,163,64,227,"0.0,112","15.0,339",1.48
09-30-17,Asotin,WA,Passenger,7,5,12,"12.0,457","12.0,469",0.10
11-30-18,Santa Rosa,FL,Passenger,1,0,1,90,91,1.10
03-31-22,Howard,MD,Passenger,0,2,2,66,68,2.94
10-31-22,St. Clair,IL,Passenger,1,0,1,120,121,0.83
06-30-21,Monterey,CA,Passenger,0,2,2,156,158,1.27
03-31-17,Chelan,WA,Truck,0,0,0,"0.0,219","0.0,219",0.00
February 28 2019,Walla Walla,WA,Truck,0,0,0,"13.0,543","13.0,543",0.00
01-31-22,Fort Bend,TX,Passenger,1,0,1,32,33,3.03
03-31-20,Williamson,TX,Passenger,0,2,2,145,147,1.36
February 29 2020,Whatcom,WA,Truck,3,0,3,"43.0,144","43.0,147",0.01
08-31-18,Camden,NJ,Passenger,0,1,1,32,33,3.03
07-31-23,Champaign,IL,Passenger,1,0,1,12,13,7.69
06-30-22,Skagit,WA,Passenger,779,337,"1.0,116",90.0000063,"91.0,179",1.22
11-30-19,Arlington,VA,Passenger,0,2,2,156,158,1.27
February 28 2018,Okaloosa,FL,Passenger,1,0,1,181,182,0.55
11-30-18,Okanogan,WA,Passenger,15,22,37,"0.0,125","0.0,162",0.14
08-31-23,Charlottesville,VA,Passenger,0,1,1,3,4,25.00
08-31-21,Fairbanks North Star,AK,Passenger,0,1,1,82,83,1.20
01-31-17,Cascade,MT,Passenger,0,1,1,65,66,1.52
07-31-23,District of Columbia,DC,Passenger,3,0,3,144,147,2.04
01-31-19,Dale,AL,Passenger,0,1,1,52,53,1.89
04-30-18,Shelby,TN,Passenger,0,1,1,104,105,0.95
09-30-22,Cumberland,NC,Passenger,1,4,5,367,372,1.34
08-31-21,Harnett,NC,Passenger,1,1,2,180,182,1.10
09-30-19,New London,CT,Passenger,0,1,1,240,241,0.41
06-30-21,Champaign,IL,Passenger,1,0,1,12,13,7.69
05-31-23,St. Louis,MN,Passenger,0,1,1,8,9,11.11
01-31-19,Twin Falls,ID,Passenger,0,1,1,21,22,4.55
07-31-20,Clark,WA,Passenger,2.0000097,1.0000066,"3.0,163","0.0,872",321.0000035,0.99
February 28 2021,Snohomish,WA,Truck,1,0,1,"125.0,711","0.0,712",0.00
11-30-20,Clark,WA,Truck,0,0,0,"0.0,201","0.0,201",0.00
04-30-23,Salt Lake,UT,Passenger,0,1,1,112,113,0.88
04-30-17,Missoula,MT,Passenger,1,0,1,77,78,1.28
12-31-23,Loudoun,VA,Passenger,2,1,3,54,57,5.26
06-30-19,Eagle,CO,Passenger,1,0,1,6,7,14.29
11-30-20,Hamilton,IN,Passenger,2,0,2,36,38,5.26
05-31-18,Collier,FL,Passenger,1,0,1,22,23,4.35
03-31-23,Montgomery,MD,Passenger,5,3,8,191,199,4.02
07-31-19,San Juan,WA,Truck,0,0,0,"5.0,887","5.0,887",0.00
07-31-22,San Bernardino,CA,Passenger,2,1,3,335,338,0.89
11-30-23,Meade,KY,Passenger,1,0,1,13,14,7.14
12-31-18,Montgomery,AL,Passenger,0,1,1,46,47,2.13
08-31-22,Fairfax,VA,Truck,1,0,1,109,110,0.91
10-31-21,Orange,NC,Passenger,0,1,1,12,13,7.69
06-30-23,Essex,NJ,Passenger,2,0,2,8,10,20.00
01-31-21,Clark,NV,Passenger,5,2,7,664,671,1.04
05-31-21,Burlington,NJ,Passenger,0,1,1,131,132,0.76
06-30-21,Nassau,NY,Passenger,2,0,2,32,34,5.88
04-30-21,Howard,IN,Passenger,0,1,1,3,4,25.00
09-30-18,Franklin,WA,Passenger,37,65,102,58.00000004,58.00000006,0.17
06-30-22,Grays Harbor,WA,Passenger,210,160,370,49.0000014,"49.0,384",0.75
February 28 2022,Riverside,CA,Passenger,5,1,6,500,506,1.19
11-30-22,Dorchester,SC,Passenger,1,0,1,56,57,1.75
11-30-20,Harford,MD,Passenger,0,1,1,59,60,1.67
12-31-20,Platte,MO,Passenger,1,0,1,19,20,5.00
12-31-22,Carroll,MD,Passenger,0,1,1,19,20,5.00
12-31-18,Palm Beach,FL,Passenger,0,2,2,92,94,2.13
08-31-19,Thurston,WA,Truck,0,0,0,"55.0,438","55.0,438",0.00
07-31-18,Duval,FL,Passenger,1,2,3,384,387,0.78
06-30-20,Pima,AZ,Passenger,3,1,4,356,360,1.11
10-31-17,El Paso,CO,Passenger,2,0,2,778,780,0.26
February 28 2021,Harrison,MS,Passenger,2,0,2,58,60,3.33
03-31-19,Spokane,WA,Truck,1,0,1,"0.0,002",94.00000003,0.00
06-30-22,Asotin,WA,Truck,0,0,0,"6.0,716","6.0,716",0.00
03-31-21,Lewis,WA,Truck,0,0,0,26.00000009,26.00000009,0.00
03-31-19,San Francisco,CA,Passenger,2,1,3,116,119,2.52
07-31-17,Utah,UT,Passenger,0,1,1,159,160,0.62
10-31-23,Shasta,CA,Passenger,1,0,1,21,22,4.55
09-30-22,Albemarle,VA,Passenger,2,0,2,19,21,9.52
09-30-23,Clark,WA,Passenger,"6.0,544","2.0,499",9.0000043,"312.0,961",322.00000004,2.81
February 29 2020,King,WA,Truck,6,1,7,"182.0,583",182.000000000,0.00
01-31-22,Queens,NY,Passenger,1,0,1,55,56,1.79
07-31-18,Polk,FL,Passenger,1,0,1,68,69,1.45
05-31-20,Clark,WA,Truck,0,0,0,"81.0,873","81.0,873",0.00
11-30-22,Lake,IL,Passenger,1,0,1,130,131,0.76
03-31-20,Montgomery,PA,Passenger,1,0,1,37,38,2.63
12-31-21,Danville,VA,Passenger,1,0,1,0,1,100.00
09-30-18,Douglas,WA,Passenger,48,33,81,"27.0,849",27.000000000,0.29
05-31-19,,,Passenger,4,2,6,410,416,1.44
08-31-23,Multnomah,OR,Passenger,1,1,2,407,409,0.49
01-31-17,Asotin,WA,Truck,0,0,0,"6.0,487","6.0,487",0.00
11-30-17,Lee,AL,Passenger,1,0,1,35,36,2.78
11-30-21,Garfield,WA,Truck,0,0,0,994,994,0.00
